user_id,total_spend_virtual,total_no_purchases_virtual,first_gold_spend_date_virtual,last_gold_spend_date_virtual,number_of_purchase_days_virtual,preferred_product_virtual,average_spend_per_purchase_virtual
272850,47,3,2024-04-09,2024-04-11,3,Weapon,15.67
272852,80,2,2024-04-09,2024-04-11,2,Weapon,40.0
272854,47,3,2024-03-17,2024-03-29,3,Weapon,15.67
272856,40,2,2024-03-08,2024-03-15,2,Weapon,20.0
272857,55,3,2024-03-24,2024-04-11,3,Weapon,18.33
272860,76,1,2024-04-08,2024-04-08,1,Weapon,76.0
272862,308,16,2024-03-20,2024-04-19,13,Weapon,19.25
272864,39,1,2024-03-29,2024-03-29,1,Weapon,39.0
272865,15,1,2024-04-04,2024-04-04,1,Weapon,15.0
272866,95,4,2024-03-20,2024-03-24,4,Weapon,23.75
272867,23,2,2024-03-16,2024-03-28,2,Weapon,11.5
272869,72,2,2024-03-14,2024-03-18,2,Weapon,36.0
272870,101,5,2024-04-16,2024-04-20,4,Weapon,20.2
272871,78,3,2024-03-17,2024-03-19,3,Weapon,26.0
272872,99,1,2024-04-21,2024-04-21,1,Boost,99.0
272874,56,2,2024-04-12,2024-04-15,2,Weapon,28.0
272877,35,3,2024-04-05,2024-04-12,3,Weapon,11.67
272878,4,1,2024-04-13,2024-04-13,1,Weapon,4.0
272879,65,4,2024-04-07,2024-04-10,3,Weapon,16.25
272884,24,2,2024-03-11,2024-03-23,2,Weapon,12.0
272887,30,2,2024-03-23,2024-03-24,2,Weapon,15.0
272888,114,4,2024-03-05,2024-04-06,4,Weapon,28.5
272894,51,4,2024-04-03,2024-04-28,4,Weapon,12.75
272895,129,2,2024-04-18,2024-04-20,2,Weapon,64.5
272896,107,3,2024-04-21,2024-04-24,3,Weapon,35.67
272899,86,4,2024-03-30,2024-04-10,4,Weapon,21.5
272900,96,3,2024-03-23,2024-03-25,3,Weapon,32.0
272901,3,1,2024-03-14,2024-03-14,1,Weapon,3.0
272903,75,2,2024-03-25,2024-03-26,2,Weapon,37.5
272904,5,1,2024-03-17,2024-03-17,1,Weapon,5.0
272906,8,2,2024-03-25,2024-03-29,2,Weapon,4.0
272908,54,2,2024-03-16,2024-03-18,2,Weapon,27.0
272909,303,3,2024-03-02,2024-03-10,3,Boost,101.0
272911,37,2,2024-03-19,2024-03-20,2,Weapon,18.5
272914,15,1,2024-03-10,2024-03-10,1,Weapon,15.0
272916,86,5,2024-03-17,2024-04-26,4,Weapon,17.2
272918,109,4,2024-03-06,2024-03-18,4,Weapon,27.25
272919,61,2,2024-03-05,2024-03-12,2,Boost,30.5
272921,89,3,2024-03-15,2024-04-30,3,Weapon,29.67
272928,606,9,2024-03-12,2024-04-29,8,Boost,67.33
272933,41,3,2024-03-31,2024-04-11,3,Weapon,13.67
272936,32,1,2024-03-13,2024-03-13,1,Weapon,32.0
272938,349,3,2024-04-11,2024-04-14,3,Boost,116.33
272941,69,3,2024-03-24,2024-03-27,3,Weapon,23.0
272943,98,4,2024-03-31,2024-04-09,4,Weapon,24.5
272944,44,2,2024-04-09,2024-04-10,2,Weapon,22.0
272945,71,2,2024-03-05,2024-03-07,2,Weapon,35.5
272947,17,2,2024-04-17,2024-04-18,2,Weapon,8.5
272948,7,1,2024-04-14,2024-04-14,1,Weapon,7.0
272949,74,5,2024-03-01,2024-03-26,5,Weapon,14.8
272950,56,2,2024-04-08,2024-04-14,2,Weapon,28.0
272951,460,3,2024-03-28,2024-03-30,3,Weapon,153.33
272954,30,1,2024-03-02,2024-03-02,1,Weapon,30.0
272955,99,1,2024-04-26,2024-04-26,1,Boost,99.0
272959,199,3,2024-04-10,2024-04-26,3,Boost,66.33
272960,47,3,2024-03-09,2024-03-18,3,Weapon,15.67
272961,50,3,2024-04-10,2024-04-13,3,Weapon,16.67
272963,332,3,2024-04-05,2024-04-08,3,Weapon,110.67
272964,35,2,2024-03-10,2024-03-15,2,Weapon,17.5
272966,112,4,2024-03-01,2024-04-14,4,Weapon,28.0
272968,43,2,2024-03-31,2024-04-06,2,Weapon,21.5
272970,80,2,2024-03-01,2024-03-02,2,Weapon,40.0
272975,100,4,2024-04-01,2024-04-13,4,Weapon,25.0
272977,95,3,2024-03-13,2024-04-05,3,Weapon,31.67
272981,54,5,2024-03-25,2024-04-04,5,Weapon,10.8
272983,13,1,2024-03-23,2024-03-23,1,Weapon,13.0
272984,78,3,2024-03-10,2024-03-22,3,Weapon,26.0
272985,26,2,2024-03-02,2024-03-03,2,Weapon,13.0
272987,25,2,2024-03-07,2024-03-15,2,Weapon,12.5
272988,70,3,2024-03-20,2024-03-22,3,Weapon,23.33
272993,15,1,2024-04-01,2024-04-01,1,Weapon,15.0
272994,247,10,2024-03-22,2024-04-30,10,Weapon,24.7
272995,94,4,2024-03-22,2024-04-02,4,Weapon,23.5
272997,151,5,2024-04-15,2024-04-24,5,Weapon,30.2
272998,8,1,2024-03-17,2024-03-17,1,Weapon,8.0
272999,63,3,2024-04-12,2024-04-22,3,Weapon,21.0
273000,45,1,2024-03-08,2024-03-08,1,Weapon,45.0
273005,86,2,2024-03-01,2024-03-04,2,Weapon,43.0
273006,4,1,2024-03-06,2024-03-06,1,Weapon,4.0
273008,20,1,2024-04-02,2024-04-02,1,Weapon,20.0
273009,5,2,2024-04-15,2024-04-19,2,Weapon,2.5
273015,20,1,2024-03-20,2024-03-20,1,Weapon,20.0
273021,79,4,2024-03-12,2024-04-15,4,Weapon,19.75
273022,60,4,2024-03-30,2024-04-02,4,Weapon,15.0
273023,136,5,2024-03-29,2024-04-06,5,Weapon,27.2
273024,153,7,2024-04-11,2024-04-25,7,Weapon,21.86
273025,20,1,2024-03-11,2024-03-11,1,Weapon,20.0
273027,68,4,2024-03-12,2024-03-20,4,Weapon,17.0
273028,7,1,2024-04-08,2024-04-08,1,Weapon,7.0
273029,6,2,2024-03-27,2024-03-27,1,Boost,3.0
273033,15,1,2024-04-05,2024-04-05,1,Weapon,15.0
273035,358,12,2024-03-04,2024-04-20,12,Weapon,29.83
273036,400,2,2024-03-04,2024-03-21,2,Boost,200.0
273039,72,1,2024-03-18,2024-03-18,1,Weapon,72.0
273040,62,5,2024-04-16,2024-04-20,5,Weapon,12.4
273041,45,4,2024-03-21,2024-03-27,4,Weapon,11.25
273042,14,1,2024-03-02,2024-03-02,1,Weapon,14.0
273044,43,2,2024-04-11,2024-04-12,2,Weapon,21.5
273045,48,5,2024-04-17,2024-04-22,5,Weapon,9.6
273046,79,2,2024-03-03,2024-03-04,2,Weapon,39.5
273049,31,2,2024-03-27,2024-04-02,2,Weapon,15.5
273052,111,5,2024-04-17,2024-04-24,5,Weapon,22.2
273053,31,2,2024-04-12,2024-04-13,2,Weapon,15.5
273055,8,2,2024-04-01,2024-04-04,2,Weapon,4.0
273056,203,10,2024-03-16,2024-05-01,9,Weapon,20.3
273059,8,2,2024-03-24,2024-03-25,2,Weapon,4.0
273060,168,4,2024-04-18,2024-05-01,4,Weapon,42.0
273061,5,1,2024-03-02,2024-03-02,1,Weapon,5.0
273062,5,1,2024-03-28,2024-03-28,1,Weapon,5.0
273063,34,2,2024-04-04,2024-04-12,2,Weapon,17.0
273064,15,1,2024-03-25,2024-03-25,1,Weapon,15.0
273065,80,7,2024-03-02,2024-03-24,7,Weapon,11.43
273066,50,2,2024-04-01,2024-04-07,2,Weapon,25.0
273069,38,2,2024-03-09,2024-03-20,2,Weapon,19.0
273070,88,3,2024-03-24,2024-03-27,3,Weapon,29.33
273072,25,1,2024-04-08,2024-04-08,1,Weapon,25.0
273073,100,1,2024-04-21,2024-04-21,1,Boost,100.0
273074,724,9,2024-03-16,2024-05-01,9,Boost,80.44
273075,73,3,2024-03-24,2024-04-21,3,Weapon,24.33
273078,63,3,2024-03-04,2024-03-10,3,Weapon,21.0
273081,70,4,2024-04-04,2024-04-07,4,Weapon,17.5
273082,53,3,2024-03-28,2024-04-17,3,Weapon,17.67
273084,26,2,2024-03-22,2024-03-26,2,Weapon,13.0
273087,85,5,2024-03-15,2024-03-31,5,Weapon,17.0
273088,159,6,2024-04-13,2024-04-24,6,Weapon,26.5
273091,125,6,2024-04-07,2024-04-29,6,Weapon,20.83
273092,73,4,2024-04-15,2024-04-21,4,Weapon,18.25
273093,40,2,2024-03-04,2024-03-05,2,Weapon,20.0
273095,600,2,2024-04-05,2024-04-28,2,Boost,300.0
273096,126,3,2024-03-15,2024-03-20,3,Weapon,42.0
273097,215,2,2024-04-19,2024-04-24,2,Boost,107.5
273098,106,3,2024-03-10,2024-03-16,3,Weapon,35.33
273099,90,4,2024-03-26,2024-03-31,4,Weapon,22.5
273103,147,3,2024-03-01,2024-03-06,3,Weapon,49.0
273105,110,8,2024-03-31,2024-04-28,8,Weapon,13.75
273109,20,1,2024-03-23,2024-03-23,1,Weapon,20.0
273111,3,1,2024-03-01,2024-03-01,1,Weapon,3.0
273114,50,1,2024-03-03,2024-03-03,1,Weapon,50.0
273115,102,6,2024-03-15,2024-03-23,5,Weapon,17.0
273116,13,1,2024-03-27,2024-03-27,1,Weapon,13.0
273117,70,3,2024-03-25,2024-03-28,3,Weapon,23.33
273119,28,2,2024-03-31,2024-04-01,2,Weapon,14.0
273120,55,4,2024-03-10,2024-04-18,4,Weapon,13.75
273121,43,3,2024-03-08,2024-03-22,3,Weapon,14.33
273123,39,2,2024-03-03,2024-03-07,2,Weapon,19.5
273124,30,1,2024-03-17,2024-03-17,1,Weapon,30.0
273125,93,4,2024-03-15,2024-03-26,4,Weapon,23.25
273126,1,1,2024-03-17,2024-03-17,1,Weapon,1.0
273130,139,3,2024-04-11,2024-04-15,3,Weapon,46.33
273134,40,2,2024-03-12,2024-03-31,2,Weapon,20.0
273135,10,2,2024-03-30,2024-03-31,2,Weapon,5.0
273137,25,2,2024-03-12,2024-03-13,2,Weapon,12.5
273138,130,5,2024-03-29,2024-04-09,5,Weapon,26.0
273140,22,3,2024-03-06,2024-03-12,3,Weapon,7.33
273142,31,2,2024-03-01,2024-03-02,2,Weapon,15.5
273143,59,4,2024-03-28,2024-04-15,4,Weapon,14.75
273144,85,3,2024-03-27,2024-04-09,3,Weapon,28.33
273148,79,2,2024-04-12,2024-04-23,2,Boost,39.5
273151,35,1,2024-03-06,2024-03-06,1,Weapon,35.0
273152,85,4,2024-04-07,2024-04-12,4,Weapon,21.25
273153,5,1,2024-03-31,2024-03-31,1,Weapon,5.0
273154,58,4,2024-03-26,2024-04-10,4,Weapon,14.5
273155,201,6,2024-03-25,2024-04-06,6,Weapon,33.5
273157,45,3,2024-03-24,2024-04-07,3,Weapon,15.0
273159,3,1,2024-03-22,2024-03-22,1,Weapon,3.0
273161,45,1,2024-03-17,2024-03-17,1,Weapon,45.0
273162,50,3,2024-04-18,2024-04-20,3,Weapon,16.67
273163,46,2,2024-03-17,2024-03-19,2,Weapon,23.0
273166,77,2,2024-04-06,2024-04-11,2,Weapon,38.5
273168,20,2,2024-04-06,2024-04-09,2,Weapon,10.0
273169,83,4,2024-04-04,2024-04-10,4,Weapon,20.75
273170,70,5,2024-03-18,2024-03-26,5,Weapon,14.0
273172,204,4,2024-03-28,2024-04-06,4,Boost,51.0
273174,22,2,2024-03-30,2024-04-01,2,Weapon,11.0
273175,67,5,2024-04-19,2024-04-27,5,Weapon,13.4
273176,74,4,2024-04-10,2024-04-25,4,Weapon,18.5
273177,18,1,2024-04-03,2024-04-03,1,Weapon,18.0
273179,62,4,2024-03-19,2024-03-26,4,Weapon,15.5
273181,332,9,2024-03-16,2024-04-06,8,Weapon,36.89
273182,55,5,2024-03-12,2024-04-12,5,Weapon,11.0
273185,37,2,2024-04-01,2024-04-19,2,Weapon,18.5
273189,30,1,2024-03-09,2024-03-09,1,Weapon,30.0
273193,79,3,2024-03-08,2024-03-10,3,Weapon,26.33
273194,15,1,2024-03-10,2024-03-10,1,Weapon,15.0
273196,5,1,2024-03-21,2024-03-21,1,Weapon,5.0
273197,2,1,2024-03-26,2024-03-26,1,Weapon,2.0
273203,87,2,2024-03-03,2024-03-05,2,Weapon,43.5
273206,8,2,2024-03-27,2024-03-28,2,Weapon,4.0
273207,28,1,2024-03-06,2024-03-06,1,Weapon,28.0
273210,83,3,2024-04-11,2024-04-15,3,Weapon,27.67
273211,80,4,2024-03-10,2024-03-19,4,Weapon,20.0
273213,243,3,2024-04-19,2024-04-29,3,Weapon,81.0
273219,100,2,2024-03-14,2024-04-05,2,Boost,50.0
273220,12,1,2024-03-24,2024-03-24,1,Weapon,12.0
273221,407,8,2024-03-02,2024-04-17,8,Weapon,50.88
273222,205,4,2024-03-12,2024-04-04,4,Weapon,51.25
273224,26,3,2024-03-25,2024-03-28,3,Weapon,8.67
273230,22,1,2024-04-07,2024-04-07,1,Weapon,22.0
273231,51,1,2024-03-11,2024-03-11,1,Weapon,51.0
273234,260,7,2024-03-01,2024-04-26,7,Boost,37.14
273237,167,5,2024-04-19,2024-05-01,4,Weapon,33.4
273242,59,3,2024-04-09,2024-04-22,3,Weapon,19.67
273244,115,6,2024-03-03,2024-04-30,6,Weapon,19.17
273246,79,2,2024-03-27,2024-03-28,2,Weapon,39.5
273247,40,2,2024-04-09,2024-04-11,2,Weapon,20.0
273249,21,2,2024-03-08,2024-03-14,2,Boost,10.5
273250,178,7,2024-04-09,2024-04-23,7,Weapon,25.43
273251,56,4,2024-03-30,2024-04-17,4,Weapon,14.0
273254,510,2,2024-03-28,2024-04-10,2,Weapon,255.0
273255,35,2,2024-04-07,2024-04-08,2,Weapon,17.5
273257,91,4,2024-03-26,2024-03-30,4,Weapon,22.75
273261,15,1,2024-03-03,2024-03-03,1,Weapon,15.0
273263,199,1,2024-03-14,2024-03-14,1,Boost,199.0
273265,156,7,2024-03-25,2024-04-06,6,Weapon,22.29
273266,65,2,2024-04-10,2024-04-13,2,Weapon,32.5
273269,599,2,2024-04-04,2024-04-21,2,Boost,299.5
273270,35,3,2024-04-09,2024-04-15,3,Weapon,11.67
273271,105,6,2024-03-30,2024-04-30,6,Weapon,17.5
273273,60,2,2024-04-07,2024-04-08,2,Weapon,30.0
273275,112,3,2024-03-19,2024-03-22,3,Weapon,37.33
273278,44,2,2024-04-07,2024-04-09,2,Weapon,22.0
273281,1215,1,2024-04-20,2024-04-20,1,Gear,1215.0
273282,45,4,2024-04-07,2024-04-10,4,Weapon,11.25
273283,52,3,2024-03-28,2024-04-01,2,Weapon,17.33
273284,78,6,2024-03-03,2024-03-21,6,Weapon,13.0
273285,141,5,2024-04-16,2024-05-01,5,Weapon,28.2
273286,15,1,2024-03-20,2024-03-20,1,Weapon,15.0
273287,67,3,2024-03-15,2024-03-17,3,Weapon,22.33
273288,42,2,2024-03-05,2024-03-06,2,Weapon,21.0
273290,15,1,2024-04-23,2024-04-23,1,Weapon,15.0
273292,10,1,2024-03-28,2024-03-28,1,Weapon,10.0
273293,198,12,2024-03-01,2024-04-24,12,Weapon,16.5
273294,9,1,2024-03-17,2024-03-17,1,Weapon,9.0
273297,173,3,2024-04-14,2024-04-22,2,Weapon,57.67
273299,2511,9,2024-03-02,2024-03-19,7,Boost,279.0
273300,9,1,2024-04-08,2024-04-08,1,Weapon,9.0
273301,67,3,2024-03-23,2024-03-26,3,Weapon,22.33
273303,199,1,2024-03-08,2024-03-08,1,Boost,199.0
273305,48,1,2024-03-04,2024-03-04,1,Weapon,48.0
273306,113,6,2024-03-27,2024-04-02,6,Weapon,18.83
273308,3,1,2024-04-04,2024-04-04,1,Weapon,3.0
273310,103,2,2024-03-26,2024-04-07,2,Weapon,51.5
273312,6,1,2024-03-24,2024-03-24,1,Weapon,6.0
273314,67,1,2024-04-22,2024-04-22,1,Weapon,67.0
273315,45,2,2024-03-22,2024-03-29,2,Weapon,22.5
273316,69,4,2024-03-12,2024-03-28,4,Weapon,17.25
273317,227,4,2024-04-10,2024-04-29,4,Weapon,56.75
273318,84,2,2024-03-18,2024-04-03,2,Boost,42.0
273320,60,1,2024-03-05,2024-03-05,1,Weapon,60.0
273321,92,2,2024-03-22,2024-03-22,1,Boost,46.0
273322,176,2,2024-04-04,2024-04-27,2,Weapon,88.0
273324,61,4,2024-03-23,2024-04-10,4,Weapon,15.25
273325,48,4,2024-03-02,2024-03-12,4,Boost,12.0
273326,15,1,2024-03-03,2024-03-03,1,Weapon,15.0
273330,25,1,2024-03-19,2024-03-19,1,Weapon,25.0
273333,23,3,2024-03-23,2024-03-26,3,Weapon,7.67
273336,58,3,2024-03-21,2024-03-23,3,Weapon,19.33
273337,60,1,2024-03-09,2024-03-09,1,Weapon,60.0
273339,115,6,2024-03-18,2024-04-19,6,Weapon,19.17
273342,35,2,2024-04-17,2024-04-21,2,Weapon,17.5
273343,56,3,2024-03-12,2024-03-14,3,Weapon,18.67
273344,158,5,2024-03-08,2024-03-18,5,Weapon,31.6
273345,416,6,2024-03-25,2024-04-27,6,Boost,69.33
273348,10,1,2024-03-10,2024-03-10,1,Weapon,10.0
273350,56,2,2024-03-31,2024-04-14,2,Weapon,28.0
273354,92,4,2024-03-28,2024-04-08,4,Weapon,23.0
273356,14,1,2024-03-23,2024-03-23,1,Weapon,14.0
273357,149,3,2024-03-22,2024-03-24,3,Weapon,49.67
273358,12,1,2024-03-01,2024-03-01,1,Weapon,12.0
273360,107,3,2024-03-11,2024-03-23,3,Weapon,35.67
273361,95,2,2024-03-02,2024-03-03,2,Weapon,47.5
273363,1099,3,2024-03-14,2024-04-28,3,Weapon,366.33
273364,49,1,2024-03-21,2024-03-21,1,Boost,49.0
273371,6,1,2024-03-04,2024-03-04,1,Boost,6.0
273373,391,10,2024-04-05,2024-04-30,10,Weapon,39.1
273374,27,2,2024-04-17,2024-04-18,2,Weapon,13.5
273376,38,3,2024-04-09,2024-04-12,3,Weapon,12.67
273377,59,4,2024-04-19,2024-04-22,4,Weapon,14.75
273378,69,1,2024-04-21,2024-04-21,1,Boost,69.0
273379,2063,15,2024-04-04,2024-04-28,12,Weapon,137.53
273380,46,3,2024-03-25,2024-03-27,3,Weapon,15.33
273381,100,1,2024-04-24,2024-04-24,1,Boost,100.0
273382,77,3,2024-03-30,2024-04-03,3,Weapon,25.67
273383,10,1,2024-03-09,2024-03-09,1,Weapon,10.0
273384,50,3,2024-04-17,2024-04-20,3,Weapon,16.67
273386,79,3,2024-03-29,2024-03-31,3,Weapon,26.33
273387,25,1,2024-03-28,2024-03-28,1,Weapon,25.0
273388,134,4,2024-03-12,2024-03-18,3,Weapon,33.5
273390,35,2,2024-03-17,2024-03-19,2,Weapon,17.5
273392,140,6,2024-03-24,2024-04-06,5,Weapon,23.33
273393,222,3,2024-03-03,2024-04-21,3,Boost,74.0
273396,62,3,2024-03-23,2024-03-25,3,Weapon,20.67
273397,38,3,2024-03-04,2024-04-22,3,Weapon,12.67
273399,21,1,2024-03-06,2024-03-06,1,Weapon,21.0
273401,20,1,2024-03-29,2024-03-29,1,Weapon,20.0
273403,13,1,2024-03-06,2024-03-06,1,Weapon,13.0
273405,138,4,2024-04-09,2024-04-17,4,Weapon,34.5
273406,31,2,2024-04-15,2024-04-16,2,Weapon,15.5
273407,32,4,2024-03-03,2024-03-19,4,Weapon,8.0
273409,5,1,2024-03-10,2024-03-10,1,Weapon,5.0
273410,5,1,2024-03-09,2024-03-09,1,Weapon,5.0
273411,1,1,2024-03-25,2024-03-25,1,Weapon,1.0
273412,290,2,2024-03-13,2024-03-13,1,Boost,145.0
273413,21,2,2024-03-20,2024-03-22,2,Weapon,10.5
273416,49,1,2024-03-04,2024-03-04,1,Boost,49.0
273417,33,3,2024-03-12,2024-03-18,3,Weapon,11.0
273422,352,9,2024-03-09,2024-04-18,9,Weapon,39.11
273423,50,3,2024-03-06,2024-03-10,3,Weapon,16.67
273427,7,2,2024-04-18,2024-04-19,2,Boost,3.5
273429,78,4,2024-03-17,2024-03-28,4,Weapon,19.5
273430,106,5,2024-04-11,2024-04-18,5,Weapon,21.2
273431,49,3,2024-04-20,2024-04-26,3,Weapon,16.33
273433,29,2,2024-03-05,2024-03-10,2,Weapon,14.5
273435,49,3,2024-03-01,2024-03-09,3,Weapon,16.33
273437,93,3,2024-03-30,2024-04-02,3,Weapon,31.0
273441,57,2,2024-03-24,2024-03-25,2,Weapon,28.5
273444,87,3,2024-03-14,2024-03-16,3,Weapon,29.0
273446,45,2,2024-03-21,2024-03-24,2,Weapon,22.5
273449,100,2,2024-03-22,2024-03-23,2,Weapon,50.0
273450,65,3,2024-03-15,2024-03-19,3,Weapon,21.67
273451,26,1,2024-04-05,2024-04-05,1,Weapon,26.0
273452,104,5,2024-03-24,2024-04-10,5,Weapon,20.8
273454,89,2,2024-03-08,2024-03-14,2,Weapon,44.5
273455,100,1,2024-03-27,2024-03-27,1,Boost,100.0
273456,30,2,2024-03-27,2024-03-29,2,Weapon,15.0
273461,47,2,2024-03-06,2024-03-10,2,Weapon,23.5
273462,8,1,2024-03-19,2024-03-19,1,Weapon,8.0
273465,100,4,2024-03-17,2024-03-23,4,Weapon,25.0
273466,4,1,2024-03-29,2024-03-29,1,Weapon,4.0
273469,102,2,2024-03-13,2024-04-26,2,Boost,51.0
273472,10,1,2024-04-20,2024-04-20,1,Weapon,10.0
273475,4,1,2024-03-29,2024-03-29,1,Weapon,4.0
273477,92,6,2024-03-15,2024-04-04,6,Weapon,15.33
273478,115,3,2024-04-21,2024-04-28,3,Weapon,38.33
273481,479,7,2024-03-01,2024-04-22,6,Weapon,68.43
273482,92,4,2024-03-18,2024-04-12,4,Weapon,23.0
273484,108,7,2024-03-09,2024-04-11,7,Weapon,15.43
273487,10,1,2024-03-14,2024-03-14,1,Weapon,10.0
273489,500,1,2024-04-19,2024-04-19,1,Weapon,500.0
273490,514,7,2024-03-10,2024-04-19,7,Boost,73.43
273492,100,1,2024-04-09,2024-04-09,1,Boost,100.0
273494,15,1,2024-03-11,2024-03-11,1,Weapon,15.0
273495,18,2,2024-03-08,2024-03-25,2,Weapon,9.0
273497,69,5,2024-03-22,2024-03-25,4,Weapon,13.8
273498,65,1,2024-03-10,2024-03-10,1,Weapon,65.0
273499,85,2,2024-03-06,2024-03-07,2,Weapon,42.5
273500,24,2,2024-03-20,2024-03-21,2,Weapon,12.0
273501,261,9,2024-03-04,2024-03-25,9,Weapon,29.0
273503,84,2,2024-04-15,2024-04-16,2,Weapon,42.0
273505,69,2,2024-03-05,2024-03-06,2,Weapon,34.5
273506,30,1,2024-04-11,2024-04-11,1,Weapon,30.0
273508,347,5,2024-03-28,2024-04-20,5,Weapon,69.4
273513,84,2,2024-03-25,2024-03-28,2,Weapon,42.0
273517,94,3,2024-03-05,2024-03-09,3,Weapon,31.33
273519,141,3,2024-03-03,2024-03-19,3,Weapon,47.0
273520,9,1,2024-03-27,2024-03-27,1,Weapon,9.0
273523,46,1,2024-04-05,2024-04-05,1,Weapon,46.0
273526,476,13,2024-03-02,2024-04-18,12,Weapon,36.62
273527,71,3,2024-03-24,2024-04-04,3,Weapon,23.67
273529,30,2,2024-03-25,2024-03-26,2,Weapon,15.0
273530,69,4,2024-03-19,2024-03-25,4,Weapon,17.25
273534,70,4,2024-03-07,2024-03-24,4,Weapon,17.5
273536,65,1,2024-03-15,2024-03-15,1,Weapon,65.0
273538,140,6,2024-03-18,2024-03-21,4,Weapon,23.33
273539,20,2,2024-03-15,2024-03-26,2,Weapon,10.0
273540,500,1,2024-04-14,2024-04-14,1,Weapon,500.0
273545,94,4,2024-03-27,2024-04-19,4,Weapon,23.5
273546,91,2,2024-04-10,2024-04-18,2,Weapon,45.5
273547,106,4,2024-04-13,2024-04-30,4,Weapon,26.5
273548,11,1,2024-03-03,2024-03-03,1,Weapon,11.0
273549,300,3,2024-03-04,2024-03-12,3,Boost,100.0
273557,3995,10,2024-03-11,2024-05-01,9,Weapon,399.5
273562,106,2,2024-03-16,2024-04-04,2,Boost,53.0
273563,6,1,2024-03-28,2024-03-28,1,Weapon,6.0
273567,5,1,2024-03-16,2024-03-16,1,Weapon,5.0
273568,143,4,2024-03-01,2024-03-12,4,Weapon,35.75
273569,50,2,2024-04-09,2024-04-11,2,Weapon,25.0
273571,87,3,2024-03-17,2024-03-21,3,Weapon,29.0
273572,48,3,2024-03-30,2024-04-01,3,Weapon,16.0
273573,96,3,2024-04-06,2024-04-08,3,Weapon,32.0
273574,180,4,2024-03-27,2024-04-12,4,Weapon,45.0
273575,15,1,2024-04-08,2024-04-08,1,Weapon,15.0
273578,83,4,2024-03-02,2024-03-07,4,Weapon,20.75
273580,242,4,2024-03-03,2024-04-21,4,Boost,60.5
273581,200,2,2024-03-19,2024-04-17,2,Boost,100.0
273582,44,3,2024-03-22,2024-03-25,3,Weapon,14.67
273583,50,2,2024-03-19,2024-03-20,2,Weapon,25.0
273584,97,8,2024-03-30,2024-04-23,8,Weapon,12.12
273585,30,2,2024-03-17,2024-03-18,2,Weapon,15.0
273586,56,3,2024-03-29,2024-03-31,3,Weapon,18.67
273587,147,6,2024-03-17,2024-04-14,6,Weapon,24.5
273589,56,4,2024-03-22,2024-04-07,4,Weapon,14.0
273591,99,1,2024-03-13,2024-03-13,1,Weapon,99.0
273592,113,4,2024-03-04,2024-03-07,4,Weapon,28.25
273595,38,2,2024-03-13,2024-03-14,2,Weapon,19.0
273596,36,1,2024-03-03,2024-03-03,1,Weapon,36.0
273597,99,1,2024-04-12,2024-04-12,1,Boost,99.0
273600,93,3,2024-03-28,2024-04-04,3,Weapon,31.0
273601,16022,4,2024-03-11,2024-03-17,3,Gear,4005.5
273602,20,1,2024-03-27,2024-03-27,1,Weapon,20.0
273604,339,3,2024-04-07,2024-04-26,3,Boost,113.0
273607,103,1,2024-03-20,2024-03-20,1,Weapon,103.0
273608,36,3,2024-04-13,2024-04-29,3,Weapon,12.0
273610,43,2,2024-03-06,2024-03-08,2,Weapon,21.5
273611,56,4,2024-03-28,2024-04-05,4,Weapon,14.0
273612,742,3,2024-03-16,2024-04-18,3,Boost,247.33
273613,63,4,2024-04-15,2024-04-22,4,Weapon,15.75
273616,88,3,2024-04-02,2024-04-06,3,Weapon,29.33
273617,106,4,2024-03-30,2024-04-14,4,Weapon,26.5
273620,9,1,2024-04-19,2024-04-19,1,Weapon,9.0
273623,15,1,2024-03-02,2024-03-02,1,Weapon,15.0
273625,58,4,2024-03-20,2024-04-01,4,Weapon,14.5
273626,124,8,2024-04-03,2024-05-01,8,Weapon,15.5
273627,78,5,2024-03-18,2024-03-22,5,Weapon,15.6
273629,5,1,2024-03-05,2024-03-05,1,Weapon,5.0
273630,77,5,2024-04-11,2024-04-30,5,Weapon,15.4
273632,100,1,2024-04-12,2024-04-12,1,Boost,100.0
273633,71,1,2024-04-16,2024-04-16,1,Weapon,71.0
273634,49,3,2024-04-10,2024-04-25,3,Weapon,16.33
273635,15,1,2024-03-15,2024-03-15,1,Weapon,15.0
273636,165,7,2024-03-19,2024-04-15,7,Weapon,23.57
273639,74,1,2024-03-07,2024-03-07,1,Weapon,74.0
273641,60,5,2024-03-05,2024-03-25,5,Weapon,12.0
273642,1456,5,2024-03-03,2024-03-05,3,Boost,291.2
273643,83,4,2024-03-24,2024-04-11,4,Weapon,20.75
273644,120,4,2024-03-12,2024-03-16,4,Weapon,30.0
273647,15,1,2024-03-11,2024-03-11,1,Weapon,15.0
273649,35,3,2024-03-17,2024-03-24,3,Weapon,11.67
273650,93,3,2024-04-19,2024-04-26,3,Weapon,31.0
273651,128,5,2024-04-09,2024-04-14,4,Weapon,25.6
273653,137,4,2024-03-17,2024-04-18,4,Weapon,34.25
273654,70,2,2024-03-18,2024-03-20,2,Weapon,35.0
273655,21,1,2024-03-01,2024-03-01,1,Weapon,21.0
273657,69,2,2024-04-08,2024-04-20,2,Weapon,34.5
273661,398,16,2024-03-19,2024-04-29,16,Weapon,24.88
